match_status,match_type,crops_page,crops_title,melody_page,melody_title
both,exact,119,EVERYTHING_HAPPENS_TO_ME,235,EVERYTHING_HAPPENS_TO_ME
both,exact,119,EVERYTHING_I_HAVE_IS_YOURS,231,EVERYTHING_I_HAVE_IS_YOURS
both,exact,120,EVERYTIME_I_FEEL_THE_SPIRIT,231,EVERYTIME_I_FEEL_THE_SPIRIT
both,exact,120,EVERYTIME_WE_SAY_GOODBYE,237,EVERYTIME_WE_SAY_GOODBYE
both,exact,120,EXACTLY_LIKE_YOU,237,EXACTLY_LIKE_YOU
both,exact,120,EXODUS_SONG,238,EXODUS_SONG
both,exact,121,FALLING_IN_LOVE_WITH_LOVE,239,FALLING_IN_LOVE_WITH_LOVE
both,exact,121,FAREWELL_BLUES,240,FAREWELL_BLUES
both,exact,121,FASCINATING_RHYTHM,240,FASCINATING_RHYTHM
both,fuzzy:1.00,121,FIFTY_SECOND,242,FIFTY_SECOND_STREET_THEME
both,exact,122,FIDGETY_FEET,241,FIDGETY_FEET
both,exact,122,FINE_AND_DANDY,242,FINE_AND_DANDY
both,fuzzy:1.00,123,FINE_ROMANCE_A,243,FINE_ROMANCE
both,exact,123,FIREWORKS,244,FIREWORKS
both,exact,124,FIVE_FOOT_TWO_EYES_OF_BLUE,245,FIVE_FOOT_TWO_EYES_OF_BLUE
both,exact,124,FLAMINGO,245,FLAMINGO
both,exact,124,FLAT_FOOT_FLOODGEE,246,FLAT_FOOT_FLOODGEE
both,exact,124,FLEE_AS_A_BIRD,586,FLEE_AS_A_BIRD
both,fuzzy:1.00,124,FLOWER_IS_A_LOVESOME_THING_A,246,FLOWER_IS_A_LOVESOME_THING
both,exact,125,FLYING_HOME,247,FLYING_HOME
both,exact,125,FLY_ME_TO_THE_MOON,247,FLY_ME_TO_THE_MOON
both,fuzzy:1.00,126,FOGGY_DAY_A,248,FOGGY_DAY
both,exact,126,FOLKS_WHO_LIVE_ON_THE_HILL_THE,249,FOLKS_WHO_LIVE_ON_THE_HILL
both,fuzzy:0.96,126,FOR_DANCERS_ONLY,250,FOR_DANCES_ONLY
both,exact,127,FOR_HEAVEN_S_SAKE,251,FOR_HEAVENS_SAKE
both,fuzzy:0.95,127,FOR_SENTIMENTAL_REASON_I_LOVE_YOU,252,FOR_SENTIMENTAL_REASONS
both,exact,128,FOR_LENA_AND_LENNY,251,FOR_LENA_AND_LENNY
both,fuzzy:1.00,128,FORTY_AND_TIGHT_FOUR,253,FORTY_AND_TIGHT
both,exact,129,FOUR_BROTHERS,254,FOUR_BROTHERS
both,exact,129,FOUR_OR_FIVE_TIMES,254,FOUR_OR_FIVE_TIMES
both,exact,129,FRANKIE_AND_JOHNNY,256,FRANKIE_AND_JOHNNY
both,exact,129,FREEZE_AN_MELT,256,FREEZE_AN_MELT
both,exact,130,FOR_ME_AND_MY_GAL,252,FOR_ME_AND_MY_GAL
both,exact,130,FRENESI,257,FRENESI
both,exact,130,FRIENDLESS_BLUES,258,FRIENDLESS_BLUES
both,exact,131,FROG_I_MORE_RAG,259,FROG_I_MORE_RAG
both,exact,132,FROM_MONDAY_ON,258,FROM_MONDAY_ON
both,exact,132,FROM_THIS_MOMENT_ON,260,FROM_THIS_MOMENT_ON
both,exact,132,FULL_MOON_AND_EMPTY_ARMS,260,FULL_MOON_AND_EMPTY_ARMS
both,fuzzy:0.91,133,GAL_IN_CALICO_A,261,GAL_IN_GALICO
both,exact,133,GATEMOUTH,261,GATEMOUTH
both,exact,133,GEE_BABY_AIN_T_I_GOOD_TO_YOU,263,GEE_BABY_AIN_T_I_GOOD_TO_YOU
both,exact,133,GEORGIA_BOBO,263,GEORGIA_BOBO
both,exact,134,GEORGIA_GRIND,264,GEORGIA_GRIND
both,exact,134,GEORGIA_ON_MY_MIND,264,GEORGIA_ON_MY_MIND
both,exact,134,GET_HAPPY,262,GET_HAPPY
both,exact,135,GET_OUT_AND_GET_UNDER_THE_MOON,266,GET_OUT_AND_GET_UNDER_THE_MOON
both,exact,135,GET_OUT_OF_TOWN,262,GET_OUT_OF_TOWN
both,exact,135,GETTYSBURG_MARCH,267,GETTYSBURG_MARCH
both,exact,136,GIANT_STEPS,268,GIANT_STEPS
both,exact,136,GIRL_FROM_IPANEMA_THE,269,THE_GIRL_FROM_IPANEMA
both,exact,137,GIMME_A_PIGFOOT,268,GIMME_A_PIGFOOT
both,exact,137,GIRLS_GO_CRAZY_THE,271,GIRLS_GO_CRAZY
both,exact,137,GIRL_TALK,270,GIRL_TALK
both,exact,137,GLAD_RAG_DOLL,272,GLAD_RAG_DOLL
both,fuzzy:0.89,138,GIVE_ME_A_SIMPLE_LIFE,270,GIVE_ME_THE_SIMPLE_LIFE
both,exact,138,GIVE_ME_YOUR_TELEPHONE_NUMBER,271,GIVE_ME_YOUR_TELEPHONE_NUMBER
both,exact,139,GLORY_OF_LOVE_THE,273,GLORY_OF_LOVE
both,exact,139,GOD_CHILD,274,GODCHILD
both,exact,139,GO_DOWN_MOSES,274,GO_DOWN_MOSES
both,exact,140,GOD_BLESS_THE_CHILD,273,GOD_BLESS_THE_CHILD
both,exact,140,GOLDEN_EARRINGS,275,GOLDEN_EARRINGS
both,exact,140,GOOD_BAIT,277,GOOD_BAIT
both,exact,141,GONE_WITH_THE_WIND,275,GONE_WITH_THE_WIND
both,exact,141,GOOD_BYE,277,GOOD_BYE
both,exact,141,GOOD_LIFE_THE,278,GOOD_LIFE
both,exact,141,GOOD_MORNING_BLUES,279,GOOD_MORNING_BLUES
both,fuzzy:1.00,142,GOOD_MAN_IS_HARD_TO_FIND_A,279,GOOD_MAN_IS_HARD_TO_FIND
both,exact,142,GOOD_MORNING_HEARTACHE,276,GOOD_MORNING_HEARTACHE
both,exact,142,GOOD_QUEEN_BESS,280,GOOD_QUEEN_BESS
both,exact,142,GOOD_TIME_FLAT_BLUES,280,GOOD_TIME_FLAT_BLUES
both,exact,143,GOODY_GOODY,276,GOODY_GOODY
both,exact,143,GOOSE_PIMPLES,282,GOOSE_PIMPLES
both,exact,144,GRACE_AND_BEAUTY,283,GRACE_AND_BEAUTY
both,exact,144,GREEN_EYES,285,GREEN_EYES
both,exact,145,GRANDPA_S_SPELLS,284,GRANDPAS_SPELLS
both,exact,146,GUILTY,287,GUILTY
both,exact,146,GULF_COAST_BLUES,286,GULF_COAST_BLUES
both,exact,146,GYPSY_THE,287,GYPSY
both,exact,147,GULLY_LOW_BLUES,286,GULLY_LOW_BLUES
both,fuzzy:0.92,147,GYPSY_IN_MY_SOUL_THE,288,GIPSY_IN_MY_SOUL
both,exact,148,HALF_NELSON,289,HALF_NELSON
both,exact,148,HALLELUJAH,290,HALLELUJAH
both,fuzzy:0.93,148,HANDFUL_OF_STARS_A,291,HANDFULL_OF_STARS
both,fuzzy:0.97,148,HAND_ACROSS_THE_TABLE,291,HANDS_ACROSS_THE_TABLE
both,exact,149,HAPPINESS_IS_A_THING_CALLED_JOE,292,HAPPINESS_IS_A_THING_CALLED_JOE
both,exact,150,HAPPY_FEET,294,HAPPY_FEET
both,exact,150,HARD_HEARTED_HANNAH,295,HARD_HEARTED_HANNAH
both,exact,151,HAVE_YOU_EVER_FELT_THAT_WAY,296,HAVE_YOU_EVER_FELT_THAT_WAY
both,exact,151,HAVE_YOU_MET_MISS_JONES,297,HAVE_YOU_MET_MISS_JONES
both,exact,152,HEAH_ME_TALKIN_TO_YA,298,HEAH_ME_TALKIN_TO_YA
both,exact,152,HE_AIN_T_GOT_RHYTHM,300,HE_AINT_GOT_RHYTHM
both,exact,152,HEAT_WAVE,299,HEAT_WAVE
both,exact,153,HEARTACHES,300,HEARTACHES
both,exact,153,HEART_AND_SOUL,299,HEART_AND_SOUL
both,exact,153,HELLO_DOLLY,302,HELLO_DOLLY
both,exact,154,HEAVEN_HEAVEN,301,HEAVEN_HEAVEN
both,exact,154,HEEBIE_JEEBIES,301,HEEBIE_JEEBIES
both,exact,155,HELLO_YOUNG_LOVERS,303,HELLO_YOUNG_LOVERS
both,exact,155,HENDERSON_STOMP,304,HENDERSON_STOMP
both,exact,156,HERE_S_THAT_RAINY_DAY,305,HERES_THAT_RAINY_DAY
both,exact,157,HI_FLY,306,HI_FLY
both,exact,157,HIGH_SOCIETY,307,HIGH_SOCIETY
both,exact,158,HINDUSTAN,306,HINDUSTAN
both,exact,158,HONEYSUCKLE_ROSE,310,HONEYSUCKLE_ROSE
both,exact,159,HOLD_TIGHT_HOLD_TIGHT,308,HOLD_TIGHT_HOLD_TIGHT
both,exact,159,HONEY,309,HONEY
both,exact,159,HONKY_TONK_TRAIN_BLUES,310,HONKY_TONK_TRAIN_BLUES
both,exact,159,HOT_HOUSE,312,HOT_HOUSE
both,exact,160,HOT_LIPS,311,HOT_LIPS
both,exact,160,HOW_AM_I_TO_KNOW,315,HOW_AM_I_TO_KNOW
both,exact,160,HOTTER_THAN_THAT,313,HOTTER_THAN_THAT
both,exact,161,HOW_ABOUT_YOU,311,HOW_ABOUT_YOU
both,exact,161,HOW_COME_YOU_DO_ME_LIKE_YOU_DO,316,HOW_COME_YOU_DO_ME_LIKE_YOU_DO
both,exact,161,HOW_COULD_YOU,317,HOW_COULD_YOU
both,fuzzy:0.87,162,HOW_CAN_YOU_FALL_ME,316,HOW_CAN_YOU_FACE_ME
both,exact,162,HOW_COULD_I_BE_BLUE,317,HOW_COULD_I_BE_BLUE
both,exact,162,HOW_HIGH_THE_MOON,318,HOW_HIGH_THE_MOON
both,exact,162,HOW_LONG_HOW_LONG_BLUES,319,HOW_LONG_HOW_LONG_BLUES
both,exact,163,HOW_DEEP_IS_THE_OCEAN,318,HOW_DEEP_IS_THE_OCEAN
both,exact,163,HOW_INSENSITIVE,319,HOW_INSENSITIVE
both,exact,163,HOW_LONG_HAS_THIS_BEEN_GOING_ON,319,HOW_LONG_HAS_THIS_BEEN_GOING_ON
both,exact,164,HOW_M_I_DOIN,320,HOW_M_I_DOIN
both,exact,164,HULA_LOU,321,HULA_LOU
both,exact,164,HUMORESQUE,322,HUMORESQUE
both,fuzzy:1.00,165,HUNDRED_YEARS_FROM_TODAY_A,323,HUNDRED_YEARS_FROM_TODAY
both,exact,166,I_AIN_T_GONNA_GIVE_NOBODY_NONE_O_THIS_JELLY_ROLL,324,I_AIN_T_GONNA_GIVE_NOBODY_NONE_O_THIS_JELLY_ROLL
both,exact,166,I_AIN_T_GONNA_TELL_NOBODY,325,I_AINT_GONNA_TELL_NOBODY
both,exact,166,I_AIN_T_GOT_NOBODY,326,I_AINT_GOT_NOBODY
both,fuzzy:0.98,167,I_AIN_T_GOT_NOTHIN_BUT_THE_BLUES,325,I_AINT_GOT_NOTHING_BUT_THE_BLUES
both,exact,167,I_APOLOGIZE,327,I_APOLOGIZE
both,exact,167,I_BELIEVE_IN_MIRACLES,328,I_BELIEVE_IN_MIRACLES
both,exact,167,I_CAN_T_GIVE_YOU_ANYTHING_BUT_LOVE,329,I_CANT_GIVE_YOU_ANYTHING_BUT_LOVE
both,exact,168,I_CAN_T_BELIEVE_THAT_YOU_RE_IN_LOVE_WITH_ME,328,I_CAN_T_BELIEVE_THAT_YOU_RE_IN_LOVE_WITH_ME
both,fuzzy:1.00,168,I_CAN_T_DANCE,329,I_CAN_T_DANCE_I_GOT_ANTS_IN_MY_PANTS
both,exact,168,I_CAN_T_GET_STARTED_WITH_YOU,330,I_CANT_GET_STARTED_WITH_YOU
both,exact,168,ICE_CREAM,333,ICE_CREAM
both,exact,169,I_CAN_T_STOP_LOVING_YOU,330,I_CANT_STOP_LOVING_YOU
both,exact,169,I_CONCENTRATE_ON_YOU,332,I_CONCENTRATE_ON_YOU
both,fuzzy:0.98,170,I_COULD_HAVE_DANCE_ALL_NIGHT,333,I_COULD_HAVE_DANCED_ALL_NIGHT
both,exact,170,I_COULD_WRITE_A_BOOK,334,I_COULD_WRITE_A_BOOK
both,exact,170,I_COVER_THE_WATERFRONT,334,I_COVER_THE_WATERFRONT
both,exact,171,I_CRIED_FOR_YOU,336,I_CRIED_FOR_YOU
both,exact,171,I_DON_T_KNOW_WHY,337,I_DONT_KNOW_WHY
both,exact,171,IDA_SWEET_AS_APPLE_CIDER,336,IDA_SWEET_AS_APPLE_CIDER
both,exact,171,I_D_CLIMB_THE_HIGHEST_MOUNTAIN,373,ID_CLIMB_THE_HIGHEST_MOUNTAIN
both,exact,172,I_DIDN_T_KNOW_WHAT_TIME_IT_WAS,337,I_DIDNT_KNOW_WHAT_TIME_IT_WAS
both,exact,172,I_DOUBLE_DARE_YOU,339,I_DOUBLE_DARE_YOU
both,exact,173,I_DON_T_WANT_TO_SET_THE_WORLD_ON_FIRE,338,I_DONT_WANT_TO_SET_THE_WORLD_ON_FIRE
both,exact,173,I_DON_T_WANT_TO_WALK_WITHOUT_YOU,338,I_DONT_WANT_TO_WALK_WITHOUT_YOU
both,fuzzy:0.97,173,I_FALL_IN_LOVE_TOO_EASILY,339,I_FALL_IN_LOVE_TO_EASILY
both,exact,173,IF_I_HAD_YOU,376,IF_I_HAD_YOU
both,exact,174,IF_DREAMS_COME_TRUE,375,IF_DREAMS_COME_TRUE
both,exact,174,IF_I_COULD_BE_WITH_YOU,375,IF_I_COULD_BE_WITH_YOU
both,exact,174,IF_I_LOVE_AGAIN,376,IF_I_LOVE_AGAIN
both,exact,175,IF_I_SHOULD_LOSE_YOU,377,IF_I_SHOULD_LOSE_YOU
both,exact,175,IF_I_WERE_A_BELL,377,IF_I_WERE_A_BELL
both,exact,175,I_FOUND_A_MILLION_DOLLAR_BABY,340,I_FOUND_A_MILLION_DOLLAR_BABY
both,exact,175,IF_YOU_COULD_SEE_ME_NOW,340,IF_YOU_COULD_SEE_ME_NOW
both,exact,176,IF_YOU_KNEW_SUSIE,379,IF_YOU_KNEW_SUSIE
both,exact,176,IF_YOU_WERE_THE_ONLY_GIRL_IN_THE_WORLD,379,IF_YOU_WERE_THE_ONLY_GIRL_IN_THE_WORLD
both,exact,176,I_GOT_PLENTY_O_NUTTIN,343,I_GOT_PLENTY_O_NUTTIN
both,exact,177,I_GET_A_KICK_OUT_OF_YOU,341,I_GET_A_KICK_OUT_OF_YOU
both,exact,177,I_GOT_IT_BAD,344,I_GOT_IT_BAD
both,exact,178,I_GOT_RHYTHM,342,I_GOT_RHYTHM
both,exact,178,I_GOTTA_RIGHT_TO_SING_THE_BLUES,344,I_GOTTA_RIGHT_TO_SING_THE_BLUES
both,fuzzy:0.96,178,I_GUESS_I_HAVE_TO_CHANGE_MY_PLAN,342,I_GUESS_ILL_HAVE_TO_CHANGE_MY_PLAN
both,exact,178,I_HEAR_MUSIC,347,I_HEAR_MUSIC
both,exact,179,I_HADN_T_ANYONE_TILL_YOU,346,I_HADNT_ANYONE_TILL_YOU
both,exact,179,I_HAD_THE_CRAZIEST_DREAM,345,I_HAD_THE_CRAZIEST_DREAM
both,exact,179,I_HEAR_A_RHAPSODY,345,I_HEAR_A_RHAPSODY
both,exact,179,I_HOPE_GABRIEL_LIKES_MY_MUSIC,347,I_HOPE_GABRIEL_LIKES_MY_MUSIC
both,exact,180,I_KNOW_THAT_YOU_KNOW,349,I_KNOW_THAT_YOU_KNOW
both,exact,180,I_LEFT_MY_HEART_IN_SAN_FRANCISCO,350,I_LEFT_MY_HEART_IN_SAN_FRANCISCO
both,exact,180,I_LL_ALWAYS_BE_IN_LOVE_WITH_YOU,380,ILL_ALWAYS_BE_IN_LOVE_WITH_YOU
both,fuzzy:0.94,181,I_LET_A_SONG_GO_OUT_OF_MY_HEART,350,I_LET_A_SONG_GET_OUT_OF_MY_HEART
both,exact,181,I_LL_BE_AROUND,380,ILL_BE_AROUND
both,fuzzy:0.96,182,I_LL_BE_SEING_YOU,381,ILL_BE_SEEING_YOU
both,exact,182,I_LL_CLOSE_MY_EYES,381,ILL_CLOSE_MY_EYES
both,exact,182,I_LL_FOLLOW_MY_SECRET_HEART,382,I_LL_FOLLOW_MY_SECRET_HEART
both,exact,182,I_LL_NEVER_BE_THE_SAME,383,I_LL_NEVER_BE_THE_SAME
both,exact,183,I_LL_NEVER_SAY_NEVER_AGAIN_AGAIN,383,I_LL_NEVER_SAY_NEVER_AGAIN_AGAIN
both,exact,183,I_LL_NEVER_SMILE_AGAIN,384,ILL_NEVER_SMILE_AGAIN
both,exact,183,I_LL_REMEMBER_APRIL,384,ILL_REMEMBER_APRIL
both,exact,183,I_LL_SEE_YOU_IN_MY_DREAMS,385,ILL_SEE_YOU_IN_MY_DREAMS
both,exact,184,I_LL_STRING_ALONG_WITH_YOU,385,ILL_STRING_ALONG_WITH_YOU
both,exact,184,I_LL_WALK_ALONE,386,ILL_WALK_ALONE
both,exact,184,I_LL_WIND,386,ILL_WIND
both,exact,184,I_LOVES_YOU_PORGY,352,I_LOVES_YOU_PORGY
both,exact,185,I_LOVE_YOU,351,I_LOVE_YOU
both,exact,185,I_LOVE_YOU_TRULY,351,I_LOVE_YOU_TRULY
both,exact,185,I_M_AN_OLD_COWHAND,388,I_M_AN_OLD_COWHAND
both,exact,186,I_M_A_DING_DONG_DADDY,405,IM_A_DING_DONG_DADDY
both,exact,186,IMAGINATION,405,IMAGINATION
both,exact,186,I_M_A_LITTLE_BLACKBIRD,388,I_M_A_LITTLE_BLACKBIRD
both,exact,187,I_MARRIED_AN_ANGEL,353,I_MARRIED_AN_ANGEL
both,exact,187,I_MAY_BE_WRONG,353,I_MAY_BE_WRONG
both,fuzzy:0.96,187,I_M_BEGINNING_TO_SEE_THA_LIGHT,390,I_M_BEGINNING_TO_SEE_THE_LIGHT
both,fuzzy:0.97,187,I_M_CRAZY_ABOUT_MY_BABY,392,IM_CRAZY_BOUT_MY_BABY
both,exact,188,I_M_COMING_VIRGINIA,390,IM_COMING_VIRGINIA
both,fuzzy:1.00,188,I_M_CONFESSIN,391,IM_CONFESSIN_THAT_I_LOVE_YOU
both,exact,188,I_M_GETTING_SENTIMENTAL_OVER_YOU,394,IM_GETTING_SENTIMENTAL_OVER_YOU
both,exact,189,I_M_FOREVER_BLOWING_BUBBLES,392,IM_FOREVER_BLOWING_BUBBLES
both,fuzzy:0.97,189,I_M_GLAD_THERE_IS_YOU,394,IM_GLAD_THERE_S_YOU
both,fuzzy:1.00,190,I_M_GOING_AWAY_JUST_TO_WEAR_YOU_OFF_MY_MIND,395,IM_GOING_AWAY_JUST_TO_WEAR_YOU
both,exact,190,I_M_GONNA_SIT_RIGHT_DOWN_AND_WRITE_MYSELF_A_LETTER,396,IM_GONNA_SIT_RIGHT_DOWN_AND_WRITE_MYSELF_A_LETTER
both,exact,190,I_M_IN_THE_MOOD_FOR_LOVE,397,IM_IN_THE_MOOD_FOR_LOVE
both,exact,191,I_M_IN_THE_MARKET_FOR_YOU,396,IM_IN_THE_MARKET_FOR_YOU
both,exact,191,I_M_JUST_A_LUCKY_SO_AND_SO,397,IM_JUST_A_LUCKY_SO_AND_SO
both,exact,191,I_M_JUST_WILD_ABOUT_HARRY,398,IM_JUST_WILD_ABOUT_HARRY
both,exact,191,I_M_MAKING_BELIEVE,399,IM_MAKING_BELIEVE
both,exact,192,I_M_LOOKING_OVER_A_FOUR_LEAF_CLOVER,398,IM_LOOKING_OVER_A_FOUR_LEAF_CLOVER
both,exact,192,I_M_MORE_THAN_SATISFIED,399,IM_MORE_THAN_SATISFIED
both,exact,192,I_M_NOBODY_S_BABY,400,IM_NOBODY_S_BABY
both,exact,192,I_M_SHOOTING_HIGH,387,IM_SHOOTING_HIGH
both,exact,193,I_M_OLD_FASHIONED,401,IM_OLD_FASHIONED
both,fuzzy:0.96,193,I_M_PUTIING_ALL_MY_EGGS_IN_ONE_BASKET,401,IM_PUTTING_ALL_MY_EGGS_IN_ONE
both,fuzzy:0.94,193,I_M_SITTING_ON_THE_TOP_OF_THE_WORLD,387,I_M_SITTING_ON_TOP_OF_THE_WORLD
both,exact,194,I_M_SORRY_I_MADE_YOU_CRY,403,IM_SORRY_I_MADE_YOU_CRY
both,exact,194,I_M_THRU_WITH_LOVE,403,IM_THRU_WITH_LOVE
both,exact,194,I_MUST_HAVE_THAT_MAN,355,I_MUST_HAVE_THAT_MAN
both,exact,194,I_M_YOURS,404,IM_YOURS
both,exact,195,IN_A_LITTLE_SPANISH_TOWN,406,IN_A_LITTLE_SPANISH_TOWN
both,exact,195,IN_A_MELLOW_TONE,404,IN_A_MELLOW_TONE
both,exact,195,I_NEED_LOVIN,356,I_NEED_LOVIN
both,exact,196,IN_A_SENTIMENTAL_MOOD,406,IN_A_SENTIMENTAL_MOOD
both,exact,196,IN_A_SHANTY_IN_OLD_SHANTY_TOWN,354,IN_A_SHANTY_IN_OLD_SHANTY_TOWN
both,exact,196,I_NEVER_KNEW,356,I_NEVER_KNEW
both,exact,197,INDIAN_LOVE_CALL,414,INDIAN_LOVE_CALL
both,exact,197,INDIAN_SUMMER,414,INDIAN_SUMMER
both,exact,197,I_NEVER_KNEW_WHAT_A_GAL_COULD_DO,358,I_NEVER_KNEW_WHAT_A_GAL_COULD_DO
both,exact,198,IN_HARLEM_S_ARABY,408,IN_HARLEMS_ARABY
both,exact,198,IN_LOVE_IN_VAIN,408,IN_LOVE_IN_VAIN
both,exact,199,IN_THE_GOOD_OLD_SUMMERTIME,410,IN_THE_GOOD_OLD_SUMMERTIME
both,exact,199,IN_THE_MIDDLE_OF_A_KISS,410,IN_THE_MIDDLE_OF_A_KISS
both,exact,199,IN_THE_MOOD,411,IN_THE_MOOD
both,exact,199,IN_THE_EVENING,409,IN_THE_EVENING
both,exact,200,IN_THE_SHADE_OF_THE_OLD_APPLE_TREE,411,IN_THE_SHADE_OF_THE_OLD_APPLETREE
both,exact,200,IN_THE_STILL_OF_THE_NIGHT,412,IN_THE_STILL_OF_THE_NIGHT
both,exact,200,IN_YOUR_OWN_SWEET_WAY,413,IN_YOUR_OWN_SWEET_WAY
both,exact,201,INVITATION,415,INVITATION
both,exact,201,I_REMEMBER_CLIFFORD,359,I_REMEMBER_CLIFFORD
both,exact,201,I_SAW_STARS,360,I_SAW_STARS
both,exact,202,I_ONLY_HAVE_EYES_FOR_YOU,359,I_ONLY_HAVE_EYES_FOR_YOU
both,exact,202,I_REMEMBER_YOU,360,I_REMEMBER_YOU
both,exact,202,I_SHOULD_CARE,361,I_SHOULD_CARE
both,exact,203,IRISH_BLACK_BOTTOM,416,IRISH_BLACK_BOTTOM
both,exact,203,I_SE_A_MUGGIN,360,I_SE_A_MUGGIN
both,fuzzy:1.00,203,IS_IT_TRUE_WHAT_THEY_SAY_ABOUT_DIXIE,361,IS_IT_TRUE_WHAT_THEY_SAY_ABOUT
both,exact,204,ISLE_OF_CAPRI,420,ISLE_OF_CAPRI
both,exact,204,ISN_T_IT_ROMANTIC,421,ISN_T_IT_ROMANTIC
both,exact,204,ISN_T_THIS_A_LOVELY_DAY,421,ISNT_THIS_A_LOVELY_DAY
both,exact,204,I_SURRENDER_DEAR,362,I_SURRENDER_DEAR
both,exact,205,ISRAEL,362,ISRAEL
both,fuzzy:1.00,205,IS_YOU_IS_OR_IS_YOU_AIN_T,418,IS_YOU_IS_OR_IS_YOU_AINT_MA_BABY
both,fuzzy:0.94,205,IS_ALL_DEPENDS_ON_YOU,424,IT_ALL_DEPENDS_ON_YOU
both,fuzzy:0.94,206,IT_AIN_T_NECESSARY_SO,423,IT_AINT_NECESSARILY_SO
both,exact,206,IT_COULD_HAPPEN_TO_YOU,424,IT_COULD_HAPPEN_TO_YOU
both,exact,206,IT_DON_T_MEAN_A_THING,425,IT_DONT_MEAN_A_THING
both,exact,207,IT_HAD_TO_BE_YOU,425,IT_HAD_TO_BE_YOU
both,exact,207,IT_HAPPENED_IN_MONTEREY,426,IT_HAPPENED_IN_MONTEREY
both,exact,207,IT_MIGHT_AS_WELL_BE_SPRING,427,IT_MIGHT_AS_WELL_BE_SPRING
both,fuzzy:0.94,208,IT_THOUGHT_ABOU_YOU_IT_THOUGHT,363,I_THOUGHT_ABOUT_YOU
both,exact,208,IT_NEVER_ENTERED_MY_MIND,363,IT_NEVER_ENTERED_MY_MIND
both,fuzzy:0.92,208,IT_S_A_LONG_WAY_TO_TIPPERARY,429,ITS_A_LONG_LONG_WAY_TO_TIPPERARY
both,fuzzy:0.97,209,IT_S_ALL_RIGHT_WITH_ME,431,ITS_ALRIGHT_WITH_ME
both,exact,209,IT_S_A_SIN_TO_TELL_A_LIE,430,ITS_A_SIN_TO_TELL_A_LIE
both,exact,209,IT_S_BEEN_A_LONG_LONG_TIME,430,ITS_BEEN_A_LONG_LONG_TIME
both,exact,210,IT_S_D_LOVELY,432,ITS_DLOVELY
both,exact,210,IT_S_EASY_TO_REMEMBER,432,ITS_EASY_TO_REMEMBER
both,exact,210,IT_S_ONLY_A_PAPER_MOON,433,ITS_ONLY_A_PAPER_MOON
both,exact,210,IT_S_TIGHT_LIKE_THAT,434,ITS_TIGHT_LIKE_THAT
both,exact,211,IT_S_THE_TALK_OF_THE_TOWN,433,ITS_THE_TALK_OF_THE_TOWN
both,exact,211,IT_S_WONDERFUL,434,ITS_WONDERFUL
both,exact,211,IT_S_YOU_OR_NO_ONE,364,ITS_YOU_OR_NO_ONE
both,fuzzy:1.00,212,I_USED_TO_LOVE_YOU_BUT_IT_S_ALL_OVER_NOW_212_I_VE_FOUND_A_NEW_BABY,364,I_USED_TO_LOVE_YOU_BUT_ITS_ALL_OVER
both,exact,212,I_VE_GOT_A_CRUSH_ON_YOU,437,IVE_GOT_A_CRUSH_ON_YOU
both,exact,213,I_VE_GOT_A_FEELING_I_M_FALLING,438,IVE_GOT_A_FEELING_IM_FALLING
both,exact,213,I_VE_GOT_MY_FINGERS_CROSSED,438,IVE_GOT_MY_FINGERS_CROSSED
both,exact,213,I_VE_GOT_MY_LOVE_TO_KEEP_ME_WARM,439,iVE_GOT_MY_LOVE_TO_KEEP_ME_WARM
